Unnamed: 0,utt_id,EDA,filename,session_number,speaker,start,end,utterance,original_order,file_name_base
863,14,qy,Ses01F_impro03,1,M,73.41,76.9975,Is that your phone?,31,Ses01F_impro03_M014
864,15,sd,Ses01F_impro03,1,F,74.2675,78.8425,"Yeah, so [LAUGHTER] He's calling me now",32,Ses01F_impro03_F015
865,15,sd,Ses01F_impro03,1,M,78.32,80.5,He loves you.,33,Ses01F_impro03_M015
866,16,sd,Ses01F_impro03,1,F,79.035,81.0875,"He likes to keep tabs, you know.",34,Ses01F_impro03_F016
867,16,qw,Ses01F_impro03,1,M,80.7175,82.5225,How much did he win at the slot?,35,Ses01F_impro03_M016
868,17,sd,Ses01F_impro03,1,F,82.0975,85.08,"Uh, I think seven hundred and fifty dollars.",36,Ses01F_impro03_F017
869,17,qy,Ses01F_impro03,1,M,84.6925,87.36,Really? Penny slots?,37,Ses01F_impro03_M017
870,18,sd,Ses01F_impro03,1,F,85.1,88.0225,Penny slots. That's what he plays.,38,Ses01F_impro03_F018
871,18,ba,Ses01F_impro03,1,M,87.6425,89.08,Wow.,39,Ses01F_impro03_M018
872,19,b,Ses01F_impro03,1,F,88.08,89.5,Yeah.,40,Ses01F_impro03_F019
873,19,sd,Ses01F_impro03,1,M,89.12,93.91,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,41,Ses01F_impro03_M019
874,20,b,Ses01F_impro03,1,F,91.235,92.615,Oh.,42,Ses01F_impro03_F020
875,21,sd,Ses01F_impro03,1,F,92.75,98.21,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,43,Ses01F_impro03_F021
876,20,sd,Ses01F_impro03,1,M,97.03,101.65,"But the pennies always get you because you end up spending like, you know, fifty bucks.",44,Ses01F_impro03_M020
877,22,sd,Ses01F_impro03,1,F,99.7775,102.03,Fifty bucks. Mmhmm.,45,Ses01F_impro03_F022
878,21,sd,Ses01F_impro03,1,M,101.67,104.35,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",46,Ses01F_impro03_M021
879,23,b,Ses01F_impro03,1,F,102.62,103.4625,Yeah.,47,Ses01F_impro03_F023
880,24,sd,Ses01F_impro03,1,F,103.78,108.1825,Well so now we're married. We have cat children.,48,Ses01F_impro03_F024
881,22,ba,Ses01F_impro03,1,M,105.29,106.95,Awesome.,49,Ses01F_impro03_M022
882,23,sd,Ses01F_impro03,1,M,107.71,111.4,[LAUGHTER] Cat babies.,50,Ses01F_impro03_M023
883,25,sd,Ses01F_impro03,1,F,110.23,114.16,"We renamed Brenda, Lumber Janet.",51,Ses01F_impro03_F025
884,24,sv,Ses01F_impro03,1,M,117.36,119.58,That's fair enough.,52,Ses01F_impro03_M024
885,26,sd,Ses01F_impro03,1,F,114.19,120.2,She needs a new name each state that we go into. [LAUGHTER],53,Ses01F_impro03_F026
886,0,sd,Ses01M_impro01,1,F,6.77,8.46,Next.,0,Ses01M_impro01_F000
887,0,ba,Ses01M_impro01,1,M,8.2208,11.28,"Yes, me. Okay, okay here we go.",1,Ses01M_impro01_M000
888,1,sd,Ses01M_impro01,1,F,8.55,10.6,My window is open.,2,Ses01M_impro01_F001
889,1,sd,Ses01M_impro01,1,M,11.32,13.77,"Okay, so filled out all these forms  --",3,Ses01M_impro01_M001
890,2,qy,Ses01M_impro01,1,F,14.46,18.23,This is... Your last- Your first name is Jones?,4,Ses01M_impro01_F002
891,2,sd,Ses01M_impro01,1,M,13.77,16.88,and I have This form of ID here so...,5,Ses01M_impro01_M002
892,3,sd,Ses01M_impro01,1,M,17.66,20.14,"Yes, Jones.",6,Ses01M_impro01_M003
893,3,sv,Ses01M_impro01,1,F,19.48,23.43,That's just strange I figured you filled in wrong sections.,7,Ses01M_impro01_F003
894,4,xx,Ses01M_impro01,1,M,22.89,24.28,Well...,8,Ses01M_impro01_M004
895,4,qw,Ses01M_impro01,1,F,23.43,26.4675,What are you... what's...What are you applying for?,9,Ses01M_impro01_F004
896,5,sd,Ses01M_impro01,1,M,25.94,29.07,I'm just applying for another ID.,10,Ses01M_impro01_M005
897,5,xx,Ses01M_impro01,1,F,28.41,30.96,Another ID?,11,Ses01M_impro01_F005
898,6,sd,Ses01M_impro01,1,M,29.39,38.15,"Yes.  I'm supposed to have three forms of ID for this.  It's a long story, I'm supposed to have three forms of ID for this other job I really don't get into but I need another...",12,Ses01M_impro01_M006
899,6,sd,Ses01M_impro01,1,F,36.15,38.6,Fine.  So I need ID.,13,Ses01M_impro01_F006
900,7,sd,Ses01M_impro01,1,M,38.33,40.27,"I have it right here, yes.",14,Ses01M_impro01_M007
901,7,sd,Ses01M_impro01,1,F,39.89,43.31,"No, I need your ID to give you a second ID.",15,Ses01M_impro01_F007
902,8,sv,Ses01M_impro01,1,F,43.31,47.0461,It's really simple if you have a problem with it... Maybe you should--,16,Ses01M_impro01_F008
903,8,sv,Ses01M_impro01,1,M,46.01,47.11,But that's...,17,Ses01M_impro01_M008
904,9,sd,Ses01M_impro01,1,M,47.11,52.42,"That's why I'm here, that's why I was waiting in this line.  I need to get another form of ID.",18,Ses01M_impro01_M009
905,9,qy,Ses01M_impro01,1,F,52.34,55.12,"Well, do you have your passport?",19,Ses01M_impro01_F009
906,10,sd,Ses01M_impro01,1,M,54.49,56.71,"No, I don't have a passport.",20,Ses01M_impro01_M010
907,10,qy^d,Ses01M_impro01,1,F,56.16,58.18,You have a birth certificate?,21,Ses01M_impro01_F010
908,11,sd,Ses01M_impro01,1,M,57.79,62.28,"I don't where it is though, I don't have with me.  Can I get it from somewhere?  I mean...",22,Ses01M_impro01_M011
909,11,qw,Ses01M_impro01,1,F,61.05,63.21,What do you expect me to do?,23,Ses01M_impro01_F011
910,12,sd,Ses01M_impro01,1,M,62.78,66.03,I probably have to go wait another line to get my birth certificate don't I?,24,Ses01M_impro01_M012
911,12,xx,Ses01M_impro01,1,F,65.545,67.47,Probably.,25,Ses01M_impro01_F012
912,13,qy,Ses01M_impro01,1,M,66.8475,70.04,You're very helpful.  What's your name?,26,Ses01M_impro01_M013
913,13,sd,Ses01M_impro01,1,F,69.45,70.84,Joy.,27,Ses01M_impro01_F013
914,14,fp,Ses01M_impro01,1,M,70.515,71.695,"Hi, Joy.",28,Ses01M_impro01_M014
915,14,fp,Ses01M_impro01,1,F,71.365,74.46,Hi.   You know...,29,Ses01M_impro01_F014
916,15,qy,Ses01M_impro01,1,M,73.1425,75.0125,So can you help me or not?,30,Ses01M_impro01_M015
917,15,sd,Ses01M_impro01,1,F,74.6775,80.6875,I am..I don't..I don't understand what you want.  A driver's license or a California ID.,31,Ses01M_impro01_F015
918,16,xx,Ses01M_impro01,1,M,80.19,82.3,Okay. [BREATHING],32,Ses01M_impro01_M016
919,17,sd,Ses01M_impro01,1,M,83.63,86.36,I need California ID.,33,Ses01M_impro01_M017
920,16,b,Ses01M_impro01,1,F,86.34,87.87,Okay.,34,Ses01M_impro01_F016
921,18,sd,Ses01M_impro01,1,M,86.38,92.05,On top of these other two forms of ID which I already have.,35,Ses01M_impro01_M018
922,17,qw,Ses01M_impro01,1,F,91.28,94.535,"What... well, do you have a driver's license?",36,Ses01M_impro01_F017
923,19,sd,Ses01M_impro01,1,M,93.88,96.79,"No, I don't have driver's license.",37,Ses01M_impro01_M019
924,18,qw,Ses01M_impro01,1,F,95.24,98.21,Then how am I supposed to give you a California ID?,38,Ses01M_impro01_F018
925,20,qy,Ses01M_impro01,1,M,96.91,100.53,Did you even look at the form?  I filled it out all these questions--,39,Ses01M_impro01_M020
926,19,ad,Ses01M_impro01,1,F,98.46,102.07,Don't raise your voice with me.,40,Ses01M_impro01_F019
927,21,qy,Ses01M_impro01,1,M,102.17,107.5,Did you even look at the form?  I've already answered these question.,41,Ses01M_impro01_M021
928,20,xx,Ses01M_impro01,1,F,105.76,109.09,Don't talk to me like I'm a child.,42,Ses01M_impro01_F020
929,22,b,Ses01M_impro01,1,M,109.14,110.51,Okay.,43,Ses01M_impro01_M022
930,21,qy,Ses01M_impro01,1,F,109.19,114.1025,Do you know how long I've been working here? How long have you lived in California?,44,Ses01M_impro01_F021
931,23,sv,Ses01M_impro01,1,M,110.69,113.22,If it makes you stop acting like a child.,45,Ses01M_impro01_M023
932,24,sd,Ses01M_impro01,1,M,113.5575,116.18,I have been to California my whole--,46,Ses01M_impro01_M024
933,22,qy,Ses01M_impro01,1,F,114.13,124.82,"Maybe you never been to the D.M.V. before, maybe you should get back in line.  You know what?  sit in line again and if you get my number ask for different one.",47,Ses01M_impro01_F022
934,25,sd,Ses01M_impro01,1,M,118.835,122.18,I am not...I'm not getting to back that line.,48,Ses01M_impro01_M025
935,26,sd,Ses01M_impro01,1,M,123.99,130.72,"Okay, okay let's keep our voices down, okay?  I didn't come here to get in yelling match.",49,Ses01M_impro01_M026
936,23,sd,Ses01M_impro01,1,F,129.12,131.0325,I'm perfectly calm.,50,Ses01M_impro01_F023
937,27,sd,Ses01M_impro01,1,M,130.72,134.185,"I did not come in here to get in a yelling match with you, all right?",51,Ses01M_impro01_M027
938,24,sd,Ses01M_impro01,1,F,132.89,136.6025,Uh huh.  I didn't come here get in yelling match either.,52,Ses01M_impro01_F024
939,28,xx,Ses01M_impro01,1,M,136.11,138.51,Just try and help me.,53,Ses01M_impro01_M028
940,25,sd,Ses01M_impro01,1,F,137.06,140.49,They don't pay me enough to deal people like you.,54,Ses01M_impro01_F025
941,29,qy,Ses01M_impro01,1,M,139.96,147.95,"People like me, what is that supposed to mean?  You know, this is ridiculous.  Is there like a manager here, is there someone else that I can talk to?",55,Ses01M_impro01_M029
942,26,qw,Ses01M_impro01,1,F,146.6075,148.26,Why?,56,Ses01M_impro01_F026
943,30,qw,Ses01M_impro01,1,M,148.0,149.12,Why?,57,Ses01M_impro01_M030
944,27,b,Ses01M_impro01,1,F,148.58,149.67,Yeah.,58,Ses01M_impro01_F027
945,28,qy,Ses01M_impro01,1,F,156.15,160.51,"So you're not going to send me a thank you card, is that a problem? Is your are not going...",59,Ses01M_impro01_F028
946,31,^q,Ses01M_impro01,1,M,149.18,151.85,"Why, because I'm sick of talking to you.",60,Ses01M_impro01_M031
947,32,sd,Ses01M_impro01,1,M,151.85,157.36,"'Cause you're obviously not talking to me, you're just yelling at me, berating me and telling me I can't fill out forms right.",61,Ses01M_impro01_M032
948,29,xx,Ses01M_impro01,1,F,160.7,164.825,"Oh, dear. Oh, boo-foo-woo, foo-foo.",62,Ses01M_impro01_F029
949,33,sv,Ses01M_impro01,1,M,158.63,163.6625,"Oh, no honey. And you're going to miss the Christmas card too. It's a shame. It's going to be a good, nice picture.",63,Ses01M_impro01_M033
950,30,ad,Ses01M_impro01,1,F,164.8725,167.21,Sit back down.,64,Ses01M_impro01_F030
951,0,qy,Ses01M_script02_1,1,M,3.3988,8.55,"What time is it?  God, this is great, isn't it?  I can't believe it.",0,Ses01M_script02_1_M000
952,1,sd,Ses01M_script02_1,1,M,9.0475,21.05,"Of course I did want to a little further up the coast you know get away from all the lights and people and everything.  Is it midnight, do they always start at midnight?  Is that what it is midnight?  How you doing, huh? You okay?  That's good.",1,Ses01M_script02_1_M001
953,0,sd,Ses01M_script02_1,1,F,18.9629,20.82,I'm fine.,2,Ses01M_script02_1_F000
954,2,qw,Ses01M_script02_1,1,M,21.1025,26.03,"Look, there what's that, what's that?  Is it--",3,Ses01M_script02_1_M002
955,3,sv,Ses01M_script02_1,1,M,26.9072,30.67,"No, I think that's just foam.",4,Ses01M_script02_1_M003
956,1,ba,Ses01M_script02_1,1,F,30.32,32.05,Ugh...,5,Ses01M_script02_1_F001
957,4,sv,Ses01M_script02_1,1,M,31.79,41.7119,"Oh, no I can't tell though.  Although probably if you can't tell it probably isn't them right, yeah.  Probably going to be like unmistakable, right?",6,Ses01M_script02_1_M004
958,5,qy,Ses01M_script02_1,1,M,41.8225,52.565,"Gosh, this is great, isn't it?  This is awesome.  Oh, no you know what I forgot?",7,Ses01M_script02_1_M005
959,6,^q,Ses01M_script02_1,1,M,52.6225,58.5575,My flashlight.  How could I forget my flashlight?  God--,8,Ses01M_script02_1_M006
960,2,qw,Ses01M_script02_1,1,F,58.04,60.01,What flashlight?,9,Ses01M_script02_1_F002
961,7,qy,Ses01M_script02_1,1,M,59.45,63.6475,Flashlight the silver one.  There's only one isn't there?,10,Ses01M_script02_1_M007
962,3,sd,Ses01M_script02_1,1,F,63.13,65.78,That's not your flashlight.,11,Ses01M_script02_1_F003
963,8,qw,Ses01M_script02_1,1,M,65.72,67.57,Whose is it?,12,Ses01M_script02_1_M008
964,4,sd,Ses01M_script02_1,1,F,67.02,69.82,"It's ours; it's my flashlight, too.",13,Ses01M_script02_1_F004
965,9,b,Ses01M_script02_1,1,M,69.41,71.28,"Oh, well, yeah of course.",14,Ses01M_script02_1_M009
966,5,sd,Ses01M_script02_1,1,F,70.69,75.38,"You keep saying ""my flashlight"" like somehow it's just yours. How's that supposed to make me feel?",15,Ses01M_script02_1_F005
967,10,sd,Ses01M_script02_1,1,M,74.89,81.73,"Of course, our flashlight.  What's your is mine, mi flashlight es su flashlight.",17,Ses01M_script02_1_M010
968,11,sd,Ses01M_script02_1,1,M,82.2739,87.475,"Gosh, I should have brought it. I can't believe I forgot that.",18,Ses01M_script02_1_M011
969,12,qy,Ses01M_script02_1,1,M,88.32,96.82,"It's a nice moon though, should stay full.  Do they always run during a full moon?  I can't remember was it full last year?",19,Ses01M_script02_1_M012
970,6,ny,Ses01M_script02_1,1,F,96.27,98.1135,Yeah.,20,Ses01M_script02_1_F006
971,13,qy,Ses01M_script02_1,1,M,97.9122,105.13,Are you all right?  Are you okay?  You cold?  Do you want to my jacket? My jacket? No?,21,Ses01M_script02_1_M013
972,7,nn,Ses01M_script02_1,1,F,101.33,102.61,No.,22,Ses01M_script02_1_F007
973,14,sd,Ses01M_script02_1,1,M,107.27,124.69,"You know what we should've brought a blanket too.  Man, our blanket, our blanket.  Wish I had six-pack too, a six-pack would be just the ticket right about now, huh, six-pack.",23,Ses01M_script02_1_M014
974,15,qy,Ses01M_script02_1,1,M,125.1356,128.46,What's wrong?  Are you okay?  Huh?  You cold?,24,Ses01M_script02_1_M015
975,8,sd,Ses01M_script02_1,1,F,128.555,130.3,I'm fine.,25,Ses01M_script02_1_F008
976,16,sd,Ses01M_script02_1,1,M,134.91,138.43,"Oh yeah, I'm so excited right now I'm like a kid.",26,Ses01M_script02_1_M016
977,17,sd,Ses01M_script02_1,1,M,138.49,142.91,I can't believe I got out of the house without my fly zipped up even.,27,Ses01M_script02_1_M017
978,9,sd,Ses01M_script02_1,1,F,153.51,155.79,I wonder if they can hear me talk,29,Ses01M_script02_1_F009
979,18,sd,Ses01M_script02_1,1,M,155.54,158.35,"I wonder if they can hear me talking, you know.",31,Ses01M_script02_1_M018
980,19,sd,Ses01M_script02_1,1,M,158.38,161.675,Like feel the vibrations in the sand when we move around.,32,Ses01M_script02_1_M019
981,10,sd,Ses01M_script02_1,1,F,161.6249,163.5475,I'm cold.,33,Ses01M_script02_1_F010
982,20,qy,Ses01M_script02_1,1,M,163.6278,166.51,Do you want my jacket?,34,Ses01M_script02_1_M020
983,11,sd,Ses01M_script02_1,1,F,165.8,168.635,"It's after eleven, let's go home.",35,Ses01M_script02_1_F011
984,21,sd,Ses01M_script02_1,1,M,168.02,175.22,What are you kidding?  We just got here.  We don't want to turn around and go home now.  What's the point coming all the way down here?,36,Ses01M_script02_1_M021
985,12,sv,Ses01M_script02_1,1,F,174.7,176.8514,There is no point.,37,Ses01M_script02_1_F012
986,22,b,Ses01M_script02_1,1,M,176.49,178.1775,Right.,38,Ses01M_script02_1_M022
987,13,sv,Ses01M_script02_1,1,F,177.96,180.15,That's my point.,39,Ses01M_script02_1_F013
988,23,aa,Ses01M_script02_1,1,M,179.8,182.6525,That's my point too.,40,Ses01M_script02_1_M023
989,14,ad,Ses01M_script02_1,1,F,182.11,184.41,Then let's go.,41,Ses01M_script02_1_F014
990,24,sd,Ses01M_script02_1,1,M,183.82,191.96,"No, wait no, no that's not my point.  My point is there is no point and coming all the way down here if we just turn around and go home.",42,Ses01M_script02_1_M024
991,25,qy,Ses01M_script02_1,1,M,192.12,194.0925,Don't you want to see it?,43,Ses01M_script02_1_M025
992,15,xx,Ses01M_script02_1,1,F,193.62,195.95,Not particularly.,44,Ses01M_script02_1_F015
993,26,qw,Ses01M_script02_1,1,M,195.3,197.14,Why not?,45,Ses01M_script02_1_M026
994,16,sd,Ses01M_script02_1,1,F,196.48,199.89,"I just don't, it's stupid.",46,Ses01M_script02_1_F016
995,27,sv,Ses01M_script02_1,1,M,200.4,205.8,It's not stupid.  It's a natural phenomenon.,47,Ses01M_script02_1_M027
996,28,sd,Ses01M_script02_1,1,M,205.8575,215.6599,People in Kansas would have to get plane tickets and make hotel reservations to see this.  It's only forty minutes away; it's just too good to pass up.,48,Ses01M_script02_1_M028
997,17,sd,Ses01M_script02_1,1,F,215.1712,224.18,"Pass what up?  These little fish swim out of the ocean, they flop around on the sand then they swim back and then they die.",49,Ses01M_script02_1_F017
998,29,sd,Ses01M_script02_1,1,M,223.594,238.3125,Yeah but that like flopping around is what to do it's like spawning or mating or something.  This is like the highlight of their little fish lives.  It's like life's last orgy.,50,Ses01M_script02_1_M029
999,18,sd,Ses01M_script02_1,1,F,237.74,248.4,"I don't know what you're so excited about.  This isn't a moon landing we're talking about, it's fish, it's a fish nobody even eats.",51,Ses01M_script02_1_F018
1000,30,xx,Ses01M_script02_1,1,M,247.92,249.52,"Yeah, they do.",52,Ses01M_script02_1_M030
1001,19,xx,Ses01M_script02_1,1,F,248.99,251.1912,"Oh, Augie.",53,Ses01M_script02_1_F019
1002,31,sd,Ses01M_script02_1,1,M,250.59,266.32,"Well, okay whatever, okay but it's a fish who do something that like no other fish do, you know, it's like those swallows that return to Capistrano or those like those lemmings that jumped off the cliffs, you know.",54,Ses01M_script02_1_M031
1003,32,sd,Ses01M_script02_1,1,M,266.4,274.4825,"It's like a little bit of the unexplainable, a little magic, a little mystery.  I just don't see how you can not be interested in this.",55,Ses01M_script02_1_M032
1004,20,sd,Ses01M_script02_1,1,F,273.98,276.1435,I'm not.,56,Ses01M_script02_1_F020
1005,33,qy,Ses01M_script02_1,1,M,275.5,277.3075,For real?,57,Ses01M_script02_1_M033
1006,21,ny,Ses01M_script02_1,1,F,276.94,278.44,Yes.,58,Ses01M_script02_1_F021
1007,34,xx,Ses01M_script02_1,1,M,279.69,282.81,All right.,59,Ses01M_script02_1_M034
1008,35,sd,Ses01M_script02_1,1,M,289.53,296.9725,"I don't get it though, I mean the first time we came here you said it was like the best night of your life...",60,Ses01M_script02_1_M035
1009,36,sd,Ses01M_script02_1,1,M,297.08,305.09,And last year I remember like distinctively you were so excited to get here that you didn't realize you stubbed your toe until we were in a car.,61,Ses01M_script02_1_M036
1010,22,sd,Ses01M_script02_1,1,F,304.42,318.4303,"Last year, you'll also remember we got--our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight and we did not see the grunions.",62,Ses01M_script02_1_F022
1011,37,sd,Ses01M_script02_1,1,M,317.78,320.0133,We just weren't in a good spot though.,63,Ses01M_script02_1_M037
1012,23,sd,Ses01M_script02_1,1,F,319.61,321.82,We didn't see them the year before either.,64,Ses01M_script02_1_F023
1013,38,sd,Ses01M_script02_1,1,M,321.24,325.91,We just weren't in a good spot I'm telling you this is a much better spot.,65,Ses01M_script02_1_M038
1014,39,sv,Ses01M_script02_1,1,M,326.882,338.75,"Come on, trust me I got instincts for these things, okay?  So just--just think about it all right?  Okay, I know you're not interested, think about it...",66,Ses01M_script02_1_M039
1015,40,sd,Ses01M_script02_1,1,M,338.9269,347.0862,"Out there, there's like this big mass of silver fish they're heading this way...",67,Ses01M_script02_1_M040
1016,41,sd,Ses01M_script02_1,1,M,347.115,355.96,"They don't know why, we don't know why.  No one like sent them an invitation or gave them a map or direction...",68,Ses01M_script02_1_M041
1017,42,sd,Ses01M_script02_1,1,M,356.01,367.214,They just all turned at once and they just form this line as long as the California coast.  And they just started swimming...,69,Ses01M_script02_1_M042
1018,43,sd,Ses01M_script02_1,1,M,367.32,375.7175,Like some little time release fire cracker went off inside their little tiny bodies.  And they all turned as one...,70,Ses01M_script02_1_M043
1019,44,sd,Ses01M_script02_1,1,M,375.8875,383.54,"And form the line and started swimming, swimming that would bring them to this point here...",71,Ses01M_script02_1_M044
1020,45,sv,Ses01M_script02_1,1,M,383.78,391.47,It's like urgency that's pure urge you know.  It's single-mindedness with no mind.,72,Ses01M_script02_1_M045
1021,46,sd,Ses01M_script02_1,1,M,393.63,401.8275,"It's crazy.  Look at this, I'm giving myself goose bumps, the hairs are standing up on my arm.",73,Ses01M_script02_1_M046
1022,24,sd,Ses01M_script02_1,1,F,402.01,405.04,That's the wind.,74,Ses01M_script02_1_F024
1023,0,sd,Ses01F_impro06,1,M,11.46,14.74,"I'm sorry, Joy.",0,Ses01F_impro06_M000
1024,0,xx,Ses01F_impro06,1,F,14.7939,18.17,It's okay.,1,Ses01F_impro06_F000
1025,1,qy,Ses01F_impro06,1,M,18.49,24.91,Is there anything I can get you?  Do you want me to take care of anything for you or...?,2,Ses01F_impro06_M001
1026,1,nn,Ses01F_impro06,1,F,24.02,25.69,"No, no, no.",3,Ses01F_impro06_F001
1027,2,qy,Ses01F_impro06,1,M,25.12,26.56,...pick up anything?,4,Ses01F_impro06_M002
1028,2,nn,Ses01F_impro06,1,F,26.07,27.65,No.,5,Ses01F_impro06_F002
1029,3,sd,Ses01F_impro06,1,M,28.97,35.02,You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,6,Ses01F_impro06_M003
1030,3,sv,Ses01F_impro06,1,F,34.45,35.78,That's sweet.,7,Ses01F_impro06_F003
1031,4,ft,Ses01F_impro06,1,F,36.07,38.04,Thank you.,8,Ses01F_impro06_F004
1032,5,sd,Ses01F_impro06,1,F,39.6025,46.29,I went to see her headstone a week or two ago.,9,Ses01F_impro06_F005
1033,6,sd,Ses01F_impro06,1,F,47.34,59.38,"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",10,Ses01F_impro06_F006
1034,4,b,Ses01F_impro06,1,M,56.17,57.49,Hmm.,11,Ses01F_impro06_M004
1035,7,sd,Ses01F_impro06,1,F,59.4525,67.4525,So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.,12,Ses01F_impro06_F007
1036,8,sd,Ses01F_impro06,1,F,70.22,80.13,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-,13,Ses01F_impro06_F008
1037,9,sd,Ses01F_impro06,1,F,80.16,87.74,"this woman came up and, you know, it was hers. It was her person that was there.",15,Ses01F_impro06_F009
1038,5,qy,Ses01F_impro06,1,M,86.96,88.63,Oh.  She was there?,16,Ses01F_impro06_M005
1039,10,sd,Ses01F_impro06,1,F,87.83,93.67,"Yeah.  And she was like, that's pathetic, I hope you enjoy it.",17,Ses01F_impro06_F010
1040,11,sd,Ses01F_impro06,1,F,101.83,116.91,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly.",18,Ses01F_impro06_F011
1041,6,ba,Ses01F_impro06,1,M,107.78,109.27,Mmhmm.,19,Ses01F_impro06_M006
1042,12,sd,Ses01F_impro06,1,F,117.07,126.04,"I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever.",20,Ses01F_impro06_F012
1043,7,b,Ses01F_impro06,1,M,125.47,127.19,Yeah.,21,Ses01F_impro06_M007
1044,13,h,Ses01F_impro06,1,F,132.9575,134.49,I don't know.,22,Ses01F_impro06_F013
1045,8,qw,Ses01F_impro06,1,M,134.4,136.49,How long were you there for?,23,Ses01F_impro06_M008
1046,14,qy,Ses01F_impro06,1,F,135.96,137.95,At the cemetery?,24,Ses01F_impro06_F014
1047,9,sd,Ses01F_impro06,1,M,137.09,138.44,Mmhmm.,25,Ses01F_impro06_M009
1048,15,xx,Ses01F_impro06,1,F,138.0685,141.05,couple hours.,26,Ses01F_impro06_F015
1049,16,sd,Ses01F_impro06,1,F,141.84,149.4375,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day.  We ran through the sprinklers.",27,Ses01F_impro06_F016
1050,10,bh,Ses01F_impro06,1,M,144.09,145.68,Oh really?,28,Ses01F_impro06_M010
1051,11,qy,Ses01F_impro06,1,M,155.07,158.38,You ran through the sprinklers in the cemetery?,29,Ses01F_impro06_M011
1052,17,sd,Ses01F_impro06,1,F,158.08,163.35,It was hot.[LIPSMACK],30,Ses01F_impro06_F017
1053,12,qy,Ses01F_impro06,1,M,165.61,168.1,Is it a big cemetery?,31,Ses01F_impro06_M012
1054,18,sd,Ses01F_impro06,1,F,167.64,174.84,Yeah.  It's huge.  Redlands is an old city so they have lots and lots of stones.,32,Ses01F_impro06_F018
1055,13,sv,Ses01F_impro06,1,M,174.39,177.15,"Oh, so they're like really old too, really old ones?",33,Ses01F_impro06_M013
1056,19,b,Ses01F_impro06,1,F,176.35,178.01,Yeah.,34,Ses01F_impro06_F019
1057,20,sd,Ses01F_impro06,1,F,182.56,197.73,"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors.",35,Ses01F_impro06_F020
1058,21,sd,Ses01F_impro06,1,F,197.755,214.34,"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her.",36,Ses01F_impro06_F021
1059,22,sd,Ses01F_impro06,1,F,217.5,222.41,She used to have these poetry parties on Memorial Day.,37,Ses01F_impro06_F022
1060,14,sd,Ses01F_impro06,1,M,219.73,221.03,Mmhmm.,38,Ses01F_impro06_M014
1061,23,b,Ses01F_impro06,1,F,223.52,227.55,Umm. Yeah.,39,Ses01F_impro06_F023
1062,24,sd,Ses01F_impro06,1,F,229.08,235.98,"And the last time before she died, I remember she couldn't really stand, umm...",40,Ses01F_impro06_F024
1063,25,sd,Ses01F_impro06,1,F,237.53,256.48,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized.  And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head.  It was cool.",41,Ses01F_impro06_F025
1064,15,ba,Ses01F_impro06,1,M,255.35,257.31,Mmhmm.,42,Ses01F_impro06_M015
1065,26,sd,Ses01F_impro06,1,F,266.55,275.31,"Some, I guess.  She memorized this one, John Dunn, it's called, Death Be Not Proud. and-",43,Ses01F_impro06_F026
1066,16,sd,Ses01F_impro06,1,M,262.99,266.175,So she wrote a lot of poetry?,45,Ses01F_impro06_M016
1067,27,sd,Ses01F_impro06,1,F,275.38,281.6,"There's another one, I can't remember.",46,Ses01F_impro06_F027
1068,28,sd,Ses01F_impro06,1,F,282.01,311.14,"I remember, too, when we were--  she died at U.C.L.A.  She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back.  And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room.  All she needs is a God damn audience.  You know?",47,Ses01F_impro06_F028
1069,17,ba,Ses01F_impro06,1,M,308.24,310.01,Mmhmm.Mmhmm.Mmhmm.,48,Ses01F_impro06_M017
1070,0,qy,Ses01F_impro07,1,M,2.97,4.78,Did you get the letter?,0,Ses01F_impro07_M000
1071,0,sd,Ses01F_impro07,1,F,3.95,10.59,"Yes.  There's a big envelope it says, you're in. I know.",1,Ses01F_impro07_F000
1072,1,sv,Ses01F_impro07,1,M,7.5325,11.96,Yeah. That is so awesome.,2,Ses01F_impro07_M001
